"SPID","Quantity","Price","ShipDate","PID","SID"
2820,63,69.55,2012-11-17,697,354
2830,672,185.14,2013-03-28,1097,172
2837,7,316.59,2014-02-09,951,505
2843,137,423.43,2013-10-23,539,697
2865,23,465.8,2012-08-16,813,870
2874,51,327.39,2014-06-06,478,72
2885,470,242.23,2013-01-04,649,255
2895,676,491.85,2012-03-25,186,284
2905,345,445.97,2013-04-19,628,725
2913,4,269.34,2014-03-07,1190,958
2924,55,341.49,2014-09-02,1037,1039
2936,439,50.49,2012-12-01,75,947
2947,455,391.86,2012-09-16,338,421
2958,5,248.43,2012-02-09,599,1
2968,24,111.47,2012-05-16,350,236
2975,63,451.43,2013-12-19,1198,766
2985,532,114.12,2012-09-15,505,1150
2995,3,286.97,2014-02-28,1110,1139
3006,7,366.04,2012-01-13,1078,91
3016,37,294.16,2013-12-14,199,764
3026,44,448.6,2013-02-23,1032,292
3033,633,338.18,2014-01-02,881,1104
3039,39,90.1,2014-03-24,671,815
3051,417,70.7,2014-03-22,273,870
3067,412,225.24,2013-08-02,84,148
3075,62,314.51,2013-08-08,288,671
3087,658,412.12,2012-09-22,121,237
3096,223,267.33,2012-06-28,410,583
3104,454,493.11,2012-10-18,1133,618
1727,265,50.01,2013-10-15,1194,1021
1735,307,263.56,2014-01-15,425,1193
1744,276,233.83,2012-01-06,889,651
1755,566,95.72,2013-04-19,1130,29
1765,69,359.04,2013-10-15,128,607
1778,352,48.28,2015-02-04,828,50
1788,213,67.67,2012-11-13,1004,144
1798,580,250.69,2014-06-24,490,87
1808,673,377.81,2012-12-28,924,1058
1817,479,462.2,2014-07-09,925,656
1827,21,78.93,2013-02-08,339,614
1836,4,466.24,2013-12-09,85,334
1846,42,456.49,2014-09-21,835,950
1853,31,482.3,2012-06-16,1191,973
1864,166,98.71,2012-10-05,1052,1135
1875,36,85.25,2013-05-17,1119,257
1884,627,288.15,2012-04-25,73,60
1893,38,186.93,2012-06-24,1006,174
1902,17,437.54,2012-12-07,711,710
1913,145,238.69,2014-02-20,955,1
1923,327,374.39,2013-02-25,714,1040
1932,606,350.62,2013-08-01,706,955
1939,361,455.49,2014-10-25,810,20
1951,18,59.11,2012-12-23,270,1004
1958,509,330.44,2012-02-11,753,552
1969,59,213.05,2014-08-04,273,350
1978,442,119.34,2013-12-06,269,220
1987,41,352.87,2012-12-03,677,606
1998,38,165.52,2012-07-31,135,322
2009,507,224.98,2014-03-28,184,93
2021,664,393.81,2013-05-26,105,151
2031,38,72.34,2014-07-18,653,896
2042,610,444.92,2013-12-14,1194,838
2054,294,295.61,2012-06-06,546,735
2064,149,372.96,2013-08-03,905,437
2073,55,63.23,2013-04-23,1109,130
2087,15,67.27,2013-12-06,1126,771
2100,260,39,2014-04-11,648,232
2112,51,396.1,2012-03-21,1174,1119
2129,9,256.01,2013-11-11,487,218
2139,665,470.98,2013-09-30,281,852
2149,418,318.9,2012-08-05,593,659
2158,404,203.49,2014-01-21,219,336
2169,33,114.37,2013-09-15,186,323
2179,312,318.26,2013-09-11,730,1122
2190,176,471.2,2013-01-30,587,967
2199,15,486.83,2014-11-22,599,947
2209,133,162.49,2012-08-29,585,430
2218,584,142.28,2014-04-17,826,384
2228,531,482.77,2013-04-19,765,837
2239,55,106.25,2013-05-13,581,534
2249,60,231.87,2012-07-05,278,992
2260,21,49.18,2012-03-25,695,686
2269,576,84.85,2012-10-25,217,383
2279,150,370.95,2015-01-14,344,263
2291,479,347.59,2014-03-30,1149,66
2303,335,30.81,2012-09-05,658,36
2310,54,371.81,2013-08-17,718,978
2319,484,325.04,2012-08-19,1195,9
2329,523,419.82,2014-12-19,1196,489
2339,14,376.16,2015-02-01,656,78
2349,58,397.75,2013-05-30,1174,260
2359,406,295.55,2013-11-09,877,103
2369,65,399.19,2014-07-02,1198,1064
2381,634,106.81,2012-07-18,363,140
2391,156,387.11,2012-01-02,473,1092
2401,475,276.52,2013-03-28,628,593
2411,377,56.43,2013-09-04,536,1174
2421,26,392.28,2013-09-04,277,23
2430,305,283.07,2012-04-24,274,583
2440,17,355.84,2014-10-24,197,87
2449,65,284.81,2012-10-30,83,992
2456,374,40.7,2014-04-11,362,261
2465,246,450.97,2012-12-22,1089,659
2476,496,147.14,2014-07-10,331,1171
2490,325,178.49,2012-03-15,338,380
2499,11,334.82,2012-12-31,381,552
2509,52,49.56,2013-05-03,1182,55
2522,384,395.61,2012-03-27,1115,1067
2533,374,45.06,2014-07-19,849,371
2543,5,240.6,2014-04-18,1143,945
2554,45,16.94,2013-03-06,389,703
2562,10,436.99,2014-10-27,741,1005
2574,574,230.52,2012-02-16,676,906
2583,388,384.19,2012-10-11,1065,529
2597,254,380.81,2013-05-19,154,927
2611,628,359.85,2014-06-26,1025,22
2618,118,357.39,2014-10-20,136,525
2630,651,181.35,2012-09-24,1192,769
2640,16,326.43,2012-02-24,134,512
2648,7,137.85,2013-10-31,592,477
2660,12,360.12,2013-04-06,790,310
2669,15,161.55,2015-01-11,1125,332
2677,568,104.75,2012-09-29,57,284
2685,13,115.43,2012-07-17,800,534
2694,16,310.63,2014-03-31,15,786
2704,159,370.8,2012-09-22,58,327
2714,30,287.76,2013-12-23,819,300
2723,676,451.39,2012-06-11,948,1044
2732,638,10.04,2014-06-24,139,979
2740,48,131.01,2013-03-26,535,70
2753,401,292.4,2014-08-17,290,835
2766,65,82.32,2014-03-06,678,842
2778,250,293.07,2013-05-11,205,134
2787,271,35.07,2012-03-17,1049,1109
2797,40,255.55,2015-01-14,119,869
2806,16,151.03,2013-10-01,343,253
2817,5,414.09,2012-11-18,1047,310
2826,232,414.79,2014-10-31,138,1155
2840,465,329.12,2014-02-22,968,657
2851,25,156.82,2012-03-30,1104,282
2861,57,487.57,2014-06-07,771,222
2871,25,296.37,2013-12-25,1039,554
2882,16,125.63,2012-11-15,565,1132
2893,67,217.92,2013-01-18,757,68
2901,549,64.57,2012-05-23,829,93
2911,54,25.34,2013-03-04,149,1085
2920,57,64.37,2013-01-09,342,162
2928,700,37.21,2012-08-12,1032,372
2937,50,133.01,2014-10-27,959,619
2949,127,418.05,2013-06-28,465,551
2959,52,272.36,2012-09-30,486,1166
2969,491,166.51,2012-07-06,289,739
2981,18,195.42,2013-05-24,118,748
2991,37,171.76,2012-01-17,677,492
2999,227,153.45,2013-07-20,939,612
3008,20,279.28,2012-07-17,773,694
3018,198,11.16,2014-04-15,745,781
3028,17,480.61,2012-09-28,782,910
3038,45,216.05,2014-10-05,1005,833
3048,39,280.38,2013-11-05,487,365
3059,52,286.66,2012-06-02,30,1012
3072,571,402.87,2012-05-09,644,1120
3082,29,249.44,2012-03-07,1092,620
3091,514,225.91,2012-04-02,1148,126
1726,47,378.61,2015-01-19,522,243
1748,51,421.67,2014-08-12,853,159
1759,22,400.42,2014-03-12,933,1005
1773,687,58,2012-05-14,507,390
1780,30,33.04,2012-09-09,118,695
1793,536,404.47,2013-05-16,1188,560
1801,44,82.51,2012-01-17,311,549
1812,319,257.88,2013-12-18,817,324
1822,645,373.26,2014-08-26,91,142
1832,455,184.87,2012-01-21,265,858
1841,554,327.36,2014-11-25,474,691
1851,566,300.88,2012-10-17,908,849
1861,340,211.98,2014-10-26,409,1107
1870,677,59.17,2013-03-19,780,1040
1880,19,464.33,2012-08-15,991,235
1887,13,470.19,2013-08-29,663,47
1898,44,200.2,2012-11-11,677,789
1908,51,142.07,2014-06-08,599,766
1921,69,279.02,2013-01-24,650,438
1930,486,383.52,2012-01-25,923,70
1941,52,260.93,2013-09-09,1014,971
1952,670,171.73,2013-12-26,1170,457
1962,106,412.04,2013-07-04,429,395
1971,70,61.08,2013-05-25,823,608
1983,54,395.02,2013-11-22,469,1093
1995,62,359.04,2014-02-12,950,628
2006,490,423.19,2014-01-20,1026,1007
2016,493,460.4,2012-08-23,41,594
2027,51,497.71,2012-12-20,896,1055
2037,18,62.85,2012-12-24,226,1038
2048,106,411.94,2014-09-26,772,866
2058,17,420.04,2014-06-11,422,293
2069,12,30.85,2013-11-10,518,147
2074,424,286.36,2012-04-13,225,154
2083,161,279.74,2012-04-03,443,536
2104,585,276.49,2014-03-20,252,1022
2113,7,347.38,2014-07-04,1143,106
2123,540,239.65,2014-06-21,481,886
2132,373,152.71,2012-01-25,299,522
2143,166,182.33,2013-07-29,605,993
2152,132,28.1,2013-10-09,1153,170
2167,40,30.52,2014-01-05,629,629
2175,526,477.91,2013-05-26,1116,1196
2183,20,299.78,2012-03-22,629,141
2195,448,328.42,2014-03-10,314,91
2205,3,355.01,2014-10-02,323,351
2215,34,248.56,2012-11-15,821,1006
2224,52,378.16,2013-05-05,502,377
2233,5,103.76,2013-05-09,197,1189
2243,6,192.02,2014-09-21,851,258
2253,76,475.51,2014-01-25,490,1042
2266,18,277.7,2013-04-27,262,592
2276,110,22.79,2014-10-01,317,76
2282,378,150.36,2012-04-19,340,15
2297,1,273.32,2014-11-15,998,429
2304,173,209.75,2012-05-17,28,1089
2315,184,230.12,2013-10-24,1148,564
2325,413,490.25,2014-10-10,769,805
2335,606,367.14,2014-05-24,153,349
2345,370,97.42,2014-08-27,1153,699
2356,46,461.58,2013-01-31,814,738
2363,63,83.68,2014-09-16,183,65
2373,550,75.07,2013-06-10,146,719
2383,40,301.14,2013-06-06,821,445
2395,239,444.33,2014-04-21,971,499
2402,658,320.75,2012-01-07,1165,1081
2412,413,398.17,2012-09-08,152,722
2422,22,262.44,2012-09-06,47,182
2434,28,65.96,2012-12-20,252,36
2442,6,221.38,2014-02-14,223,552
2452,18,170.09,2014-02-10,966,1153
2460,49,296.74,2013-10-31,94,1075
2470,498,304.02,2015-01-31,888,418
2481,699,379.1,2014-06-20,171,1155
2494,347,303.35,2015-01-08,482,937
2504,581,397.61,2013-11-22,433,320
2513,474,381.07,2014-04-17,1194,130
14340,126,485.19,2012-08-12,1902,1843
2532,70,304.55,2012-11-26,627,1081
2540,90,44.85,2014-06-25,546,366
2551,68,146.15,2013-03-08,692,985
2560,666,231.74,2013-04-23,808,318
2570,70,234.58,2014-07-11,691,41
2581,59,226.42,2014-03-17,511,1123
2590,30,44.72,2013-08-24,909,622
2600,250,132.1,2014-05-02,27,61
2608,361,284.9,2014-04-15,1132,839
2621,74,151.7,2014-01-26,780,614
2631,311,407.54,2012-08-23,170,872
2641,55,475.1,2012-06-06,528,384
2652,693,18.22,2014-03-23,237,523
2662,1,494.78,2012-01-15,501,10
2670,56,378.28,2013-02-08,903,1115
2680,20,391.43,2013-11-27,37,284
2689,42,127.02,2014-06-05,398,480
2701,44,253.06,2013-07-02,310,40
2712,247,457.66,2012-09-13,602,937
2718,42,254.6,2014-08-08,574,870
2734,9,334.56,2013-05-06,1099,498
2741,142,100.31,2012-04-15,298,604
2751,272,97.67,2013-02-23,780,171
2760,239,329.79,2014-09-15,76,721
2770,1,185.68,2014-03-26,959,881
2780,414,179.17,2014-12-16,457,487
2788,51,46.3,2014-04-19,997,874
2800,63,370.79,2014-08-15,846,671
14355,66,308.29,2012-07-11,1842,1545
2819,45,35.35,2012-02-10,1139,413
2829,297,355.74,2013-01-28,507,811
2838,345,390.89,2012-02-28,52,975
2844,98,443.77,2012-07-03,970,757
2853,17,381.59,2013-02-23,389,835
2873,201,16.88,2013-03-11,881,708
2883,111,172,2014-01-24,505,933
2894,27,61.61,2013-08-27,1159,121
2902,53,138.91,2014-12-29,1155,81
2915,37,250.04,2012-08-25,454,315
2922,425,124.87,2012-05-17,1192,322
2934,581,406.6,2012-06-30,1067,249
2945,59,184.77,2014-03-23,533,188
2956,55,181.1,2013-10-08,1190,583
2963,34,92.24,2014-07-05,487,527
2973,4,346.04,2012-12-10,67,199
2983,36,412.16,2013-06-04,1195,170
2993,113,399.32,2013-06-07,866,1025
3003,24,202.54,2012-12-26,495,243
3013,20,343.74,2014-01-12,452,108
3023,373,389.46,2014-03-29,476,707
3034,61,88.17,2014-08-17,259,268
3045,22,62.35,2013-04-09,751,732
3050,38,70.67,2013-11-25,1071,868
3062,14,418.52,2012-01-07,847,838
3069,461,15.49,2012-08-08,996,209
1729,655,430.61,2012-04-16,717,631
1739,13,368.77,2012-02-08,32,1132
1750,176,171.72,2014-07-13,530,1139
1761,40,274.68,2012-11-21,1155,424
1771,301,150,2014-06-25,122,260
1779,32,183.66,2014-04-10,211,921
1787,257,482.2,2012-03-25,1096,682
1797,51,41.89,2014-06-07,1171,326
1807,1,497.57,2012-06-20,706,1094
1818,539,85.78,2014-04-22,1145,91
1829,61,319.16,2013-06-04,822,346
1839,498,201.05,2014-01-31,673,283
1848,363,384.97,2014-04-27,108,923
1858,4,388.79,2014-07-02,275,828
1868,115,356.75,2014-07-28,169,763
1878,370,200.77,2014-12-01,792,733
1888,306,308.39,2015-01-06,1185,131
1897,65,141.51,2012-02-17,723,779
1909,357,367.42,2013-12-28,132,389
1916,77,125.29,2014-04-24,356,627
1924,355,278.84,2014-01-15,137,22
1935,36,340.21,2012-09-12,1068,586
1945,45,234.72,2013-06-30,155,745
1954,508,417.74,2014-02-12,340,446
1966,24,398.08,2014-12-31,402,1071
1976,46,48.91,2012-12-17,830,697
1986,632,312.53,2012-05-27,429,24
1996,4,446.01,2012-10-21,974,54
2005,442,434.69,2014-03-21,428,223
2015,74,221.6,2013-03-05,777,993
2025,34,444.1,2013-10-28,515,875
2033,4,287.92,2012-09-22,661,553
2044,355,161.64,2014-06-28,317,53
2053,40,20.57,2013-07-26,87,631
2063,630,233.3,2012-04-30,794,701
2078,69,10.98,2012-06-17,62,103
2086,11,183.88,2013-06-28,917,140
2095,688,440.18,2013-12-21,786,225
2106,42,276.65,2013-01-26,1158,750
2114,39,159.94,2013-05-28,247,685
2124,33,323.32,2013-01-21,597,295
2135,454,299.48,2012-04-26,506,272
2145,630,17.13,2012-01-27,612,1131
2153,342,453.97,2012-11-04,653,1089
2166,551,136.48,2012-11-20,722,291
2177,309,32,2012-03-02,571,689
2184,511,44.98,2013-07-19,33,926
2194,651,459.62,2014-09-11,1068,1000
2203,9,237.19,2012-03-03,341,1063
2213,637,363.36,2012-07-19,305,431
2223,153,185.9,2013-12-12,811,407
2236,29,260.35,2014-01-22,391,371
2246,70,26.45,2013-09-14,693,843
2256,198,281.52,2013-01-27,972,363
2264,27,311.45,2014-08-21,294,1194
2272,354,381.76,2012-06-21,737,1020
2280,8,377.87,2014-08-31,654,629
2294,46,240.34,2013-07-21,629,776
2305,31,407.05,2012-03-11,659,653
2314,8,125.85,2012-06-08,150,696
2327,47,162.17,2012-05-06,768,405
2334,10,449.54,2012-10-23,598,1083
14321,425,464.02,2012-10-15,2324,1604
2354,190,393.99,2013-04-30,363,169
2360,33,289.88,2012-11-27,375,1107
2371,45,311.68,2014-03-02,21,258
2380,38,306,2012-07-15,933,205
2389,478,214.73,2013-11-11,345,249
2397,15,274.45,2013-02-19,1056,615
2409,531,398.58,2012-08-21,843,63
2417,488,264.71,2013-05-03,548,356
2427,699,428.01,2014-03-22,397,73
2437,41,100.02,2013-08-29,490,415
2448,39,219.46,2012-01-24,416,125
2458,288,272.71,2013-11-30,274,211
2468,584,112.4,2013-04-25,465,1131
2479,62,53.12,2013-05-31,945,785
2488,7,267.28,2014-04-15,638,446
2497,33,384.41,2012-04-04,768,368
2510,32,317.37,2012-02-03,1119,689
2520,282,182.07,2014-02-24,348,275
2531,27,473.89,2012-08-22,1174,950
2541,652,83.86,2012-05-07,804,99
2549,61,475.09,2014-04-24,1110,767
2559,410,50.52,2012-12-29,1128,1183
2569,36,19.6,2014-03-17,911,104
2578,221,488.08,2013-10-09,137,852
2588,67,283.09,2014-01-23,919,272
2595,52,195.3,2014-05-27,192,1050
2607,302,176.42,2012-07-29,668,803
2617,33,495.65,2012-08-14,127,73
2627,12,197.5,2012-09-23,446,90
2637,63,399.26,2014-07-22,867,1179
2644,16,288.8,2012-12-25,181,1146
2655,19,291.28,2014-06-15,304,223
2667,66,247.03,2012-01-05,981,29
2675,55,97.54,2014-06-18,1118,432
2684,36,312.9,2013-04-21,946,744
2696,12,75.57,2012-09-28,180,1124
2707,677,110.9,2013-10-31,941,486
2716,58,451.39,2014-08-23,503,1025
2726,27,437.66,2012-05-12,239,162
2746,48,202.69,2012-08-13,71,288
2757,210,158.53,2013-08-21,456,183
2767,655,479.58,2014-05-25,66,1062
2777,42,445.75,2014-12-26,1086,541
2785,19,26.6,2014-06-12,230,808
2796,347,301.58,2013-12-11,394,1097
2811,62,347.03,2014-04-11,1047,1077
2821,50,68.01,2012-03-23,231,1119
2848,59,127.64,2012-06-02,46,242
2858,25,380.95,2013-05-31,110,729
2868,638,188.36,2012-12-30,457,278
2878,186,305.77,2012-06-18,890,190
2887,281,358.13,2012-05-02,178,562
2898,226,326.22,2014-09-02,284,1102
2909,58,110.3,2014-03-24,423,468
2918,58,183.21,2013-03-28,803,28
2929,53,70.36,2013-10-22,389,1025
2940,39,26.2,2013-05-20,1136,552
2948,326,483.35,2013-04-16,811,1130
2953,667,441.69,2014-03-13,728,969
2966,388,395.92,2013-07-19,930,590
2980,66,376.16,2015-01-07,533,371
2990,258,17.16,2013-08-22,498,638
3001,108,416.15,2014-10-13,1065,670
3010,107,55.42,2012-02-05,1156,1072
3020,67,468.62,2014-05-20,803,1046
3032,33,217.49,2014-02-16,277,270
3041,141,71.43,2012-10-01,484,766
3053,198,452.4,2014-02-03,877,1182
3060,533,80.97,2013-01-06,813,829
3068,629,450.42,2012-08-31,397,815
1728,51,117.31,2012-05-31,384,754
1740,17,275.24,2014-07-21,707,757
1749,184,198.48,2015-01-02,140,1127
1757,626,443.34,2012-07-04,619,207
1768,253,394.28,2012-02-07,996,956
1786,225,363.44,2012-12-12,1181,1155
1796,43,44.54,2014-02-21,774,766
1804,573,67.68,2014-10-11,1019,997
1813,1,303.21,2014-08-11,7,1005
1824,35,286.07,2012-01-05,581,1018
1833,410,22.86,2014-08-26,642,852
1844,174,343.53,2012-08-06,589,886
1856,60,49.81,2014-01-09,910,851
1866,70,464.46,2012-07-09,559,814
1876,58,186.34,2014-03-03,1055,760
1886,265,252.25,2012-08-23,313,873
1895,24,387.61,2012-01-13,821,1125
1905,24,233.27,2012-12-31,647,533
1918,375,481.92,2014-08-16,628,1075
1927,33,162.56,2013-09-14,270,824
1940,177,392.39,2012-04-21,1124,315
1948,147,42.45,2014-06-08,1115,160
1959,609,364.03,2012-12-29,728,451
1968,24,86.41,2012-04-30,728,265
1975,29,356.6,2015-01-07,270,342
1982,128,334.98,2014-03-07,498,191
1993,103,141.78,2013-07-29,552,309
2003,581,234.75,2014-11-26,424,465
2008,48,422.42,2014-07-25,547,370
2017,278,192.04,2012-01-14,676,1179
2026,586,157.13,2014-08-06,913,549
2036,549,250.41,2014-03-05,316,624
2045,108,402.64,2014-09-06,971,361
2056,203,322.16,2014-08-04,781,832
2066,43,61.54,2012-10-20,464,410
2076,7,28.72,2013-05-16,741,103
2085,587,332.92,2014-12-15,172,33
2094,6,378.6,2012-07-05,599,454
2105,499,295.29,2015-01-17,13,197
2125,222,37.53,2013-08-09,700,158
14342,45,326.05,2013-01-11,2370,1395
2140,24,138.96,2012-06-24,246,860
2150,22,336.64,2014-02-10,206,810
2159,147,312.26,2012-02-06,129,192
2168,6,321.89,2013-08-11,1071,737
2178,593,67.01,2012-12-08,938,204
2188,371,296.9,2013-12-13,91,80
2196,59,499.07,2012-11-16,325,1015
2206,446,56.48,2013-03-24,123,592
2219,293,222.53,2012-08-15,635,687
2229,669,412.35,2014-05-05,1124,1198
2238,683,303.15,2013-10-15,876,393
2248,542,435.31,2014-03-15,1033,898
2258,528,404.94,2012-07-10,1096,787
2271,47,211.13,2012-11-02,383,962
2285,57,438.86,2013-03-29,218,1055
2290,10,97.53,2012-10-20,227,522
2302,179,494.66,2014-07-29,232,182
2311,229,196.48,2014-06-17,971,1073
2323,12,456.65,2013-07-02,591,530
2333,334,344.97,2012-07-03,488,653
2342,604,80.06,2012-02-24,221,36
2350,23,49.97,2013-02-10,1027,599
2364,21,109.5,2013-07-16,1015,460
2374,18,299.07,2013-11-29,1139,1171
2384,6,389.76,2013-12-22,535,69
2394,310,23.6,2012-04-07,44,1097
2405,625,486.95,2014-05-12,929,770
2415,8,347.31,2012-07-02,165,516
2424,18,11.02,2013-04-06,485,981
2432,131,304.41,2012-09-16,682,14
2444,44,130.56,2015-01-20,142,788
2454,15,109.41,2013-03-26,895,213
2464,29,424.08,2014-12-02,1015,157
2475,26,330.08,2015-01-23,400,329
2484,475,367.38,2012-07-22,20,382
2495,67,51.13,2014-02-11,23,1119
2506,64,194.84,2014-09-19,597,949
2514,48,284.77,2012-10-02,542,343
2526,188,210.71,2014-07-18,188,108
2536,302,116.9,2013-10-14,91,72
2545,236,157.06,2013-06-01,76,1050
2556,40,39.94,2013-10-15,597,114
2567,20,413.57,2012-07-22,163,441
2577,426,93.23,2012-05-20,436,994
2585,620,352.55,2013-11-08,281,1109
2593,543,174.12,2012-01-19,856,814
2603,61,195.07,2012-05-15,1043,1088
2613,192,241.07,2012-08-04,321,284
2623,629,282.59,2014-01-18,731,234
2633,536,185.6,2012-10-25,426,341
2642,28,328.51,2013-08-31,222,1155
2654,250,209.89,2013-03-05,989,1014
2666,14,51.77,2013-02-26,335,635
2674,419,238.39,2012-07-28,650,197
2687,35,237.48,2013-03-31,67,964
2695,172,127.91,2013-01-25,1017,101
2705,49,96.4,2014-02-13,303,1028
2715,18,168.99,2014-06-03,607,1070
2725,509,210.41,2014-04-27,189,895
2736,59,364.66,2012-06-05,615,1055
2744,53,363.86,2012-01-28,239,188
2750,463,20.29,2013-10-23,482,1172
2764,6,357.32,2013-05-28,623,462
2771,16,312.21,2012-12-01,919,211
2782,264,476,2013-05-17,857,286
2793,362,62.83,2014-02-03,177,1069
2803,592,148.28,2013-02-24,996,119
2815,63,289.99,2012-03-27,1070,515
2825,359,148.94,2014-12-07,525,649
2832,62,222.7,2012-03-30,645,521
2842,642,107.02,2014-07-05,184,81
2852,458,213.63,2013-02-18,913,758
2862,40,386.61,2012-09-03,1155,471
2870,56,171.98,2012-11-24,839,144
2884,602,78.69,2014-12-14,75,1110
2890,173,248.11,2013-01-12,505,564
2899,3,104.34,2014-03-18,702,369
2908,653,463.37,2013-05-22,252,451
2919,374,291.36,2014-07-27,381,367
2930,53,459.67,2014-07-16,69,569
2932,20,22.9,2015-02-04,455,491
2943,20,63.7,2014-01-07,677,967
2955,156,346.48,2014-07-22,1161,251
2964,457,398.04,2013-05-09,388,1034
2974,171,102.24,2014-05-15,905,1012
2984,12,114.67,2012-05-09,525,825
2994,47,487.56,2015-01-12,629,443
3004,56,179.05,2013-06-03,290,181
3014,94,302.38,2014-02-03,856,380
3025,24,459.65,2012-08-12,1141,589
3035,596,380.3,2013-11-02,456,911
3047,564,254.47,2014-11-21,13,1019
3056,619,164.8,2013-12-12,945,849
1730,7,313.34,2012-03-16,470,1081
1738,27,289.89,2012-06-02,46,400
1747,153,423.84,2012-07-02,572,1178
1758,47,341.03,2015-02-03,83,551
1767,633,310.96,2014-08-03,884,927
1775,6,217.49,2012-02-24,705,1075
1785,207,398.88,2013-10-12,1160,656
1795,72,312.94,2012-06-26,632,457
1805,72,279.41,2014-03-26,1176,217
1814,2,297.94,2013-10-12,895,1079
1825,422,362.66,2014-09-09,1115,326
1837,74,177.6,2013-07-20,377,903
1849,55,484.39,2013-05-05,944,771
1860,77,377.24,2014-08-22,13,651
1871,418,130.74,2013-12-10,872,1177
1879,5,446.6,2012-10-14,110,283
1892,317,378.72,2014-10-05,676,1151
1899,6,385.72,2014-08-11,838,1162
1907,464,156.24,2012-01-29,456,1097
1915,22,415.81,2013-10-15,85,349
1936,4,63.8,2013-07-04,863,1017
1946,26,365.76,2013-12-10,831,775
1956,49,239.92,2014-08-04,691,1105
1967,70,152.4,2013-11-23,629,579
1979,49,385.45,2014-07-17,854,170
1988,13,149.26,2013-11-30,677,1197
1999,45,118.74,2014-09-26,1030,1187
2012,561,234.07,2014-01-25,108,922
2023,460,82.02,2013-08-30,216,507
2032,614,175.75,2012-03-10,715,936
2041,56,375.59,2013-07-24,765,476
2051,7,340.12,2013-05-16,746,241
2061,340,485.43,2013-02-14,922,301
2071,23,232.14,2012-03-18,860,438
14332,22,222,2013-08-09,2402,1868
2084,260,360.72,2014-03-14,482,126
2093,64,174.01,2015-01-13,275,336
2103,137,159.26,2014-10-11,760,1034
2116,348,21.13,2013-08-30,1033,823
2127,632,80.81,2013-12-23,252,1071
2138,54,177.11,2012-04-18,334,755
2148,74,417.09,2013-07-09,555,446
2160,55,238.26,2012-08-25,611,21
2170,52,405.9,2014-10-02,163,1092
2181,163,324,2013-07-22,1180,46
2192,45,283.68,2014-08-09,512,530
2201,24,169.49,2014-11-11,276,943
2211,57,283.53,2014-09-15,1190,249
2222,55,340.27,2014-05-15,407,564
2232,14,45.34,2013-09-11,940,321
2242,51,425.93,2014-03-12,565,903
2252,306,466.1,2012-06-06,682,4
2261,33,201.68,2012-01-03,627,637
2273,260,136.92,2014-12-13,1066,978
2283,26,138.44,2013-05-06,614,568
2293,111,287.17,2012-04-26,1052,891
2301,5,136.8,2012-01-24,700,409
2312,30,240.39,2014-05-14,103,696
2321,473,436.65,2013-12-27,114,535
2330,22,206.17,2012-12-19,1023,271
2340,14,139.09,2013-10-16,238,281
2352,62,70.74,2012-10-11,789,831
2366,15,357.34,2014-05-11,878,127
2377,39,427.19,2012-01-09,608,738
2387,39,74.81,2014-07-24,163,635
2396,527,197.1,2012-02-13,922,735
2406,120,56.54,2013-09-20,409,1103
2416,56,399.82,2012-02-28,1109,406
2425,13,365.78,2013-09-07,1103,716
2435,16,248.4,2012-04-26,562,414
2446,600,474.16,2012-10-10,762,812
2457,442,55.17,2012-02-10,443,1025
2467,65,245.82,2014-08-09,494,124
2477,65,372.15,2013-03-12,126,487
2486,46,474.13,2012-12-24,579,352
2496,249,157.68,2014-08-14,977,248
2505,45,495.51,2013-04-10,1075,521
2516,218,143.57,2014-11-05,233,448
2525,363,351.1,2014-03-14,642,177
2537,543,279.29,2012-01-30,268,748
2546,25,429.15,2014-12-13,623,1088
2565,4,217.4,2013-06-22,1075,1189
2575,61,281.77,2012-09-29,439,119
2587,270,328.07,2014-12-23,172,1003
2601,192,122.82,2012-09-22,954,217
2609,522,246.79,2012-08-31,105,632
2620,25,357.68,2014-05-04,790,782
2628,107,195.53,2014-03-24,346,887
2638,13,270.57,2013-01-01,222,758
2649,67,471.17,2012-02-27,291,1007
2658,270,94.54,2013-07-22,923,325
2668,22,76.59,2014-01-02,752,411
2678,479,59.55,2012-06-14,1161,1095
2690,630,297.28,2013-01-10,539,229
2702,643,359.76,2014-10-11,477,980
2710,326,103.74,2013-08-03,859,817
2717,52,367.78,2013-11-21,1135,719
2731,64,289.85,2014-11-08,851,1139
2742,13,480,2012-12-13,1091,376
2752,449,274.3,2012-04-30,701,622
2761,14,321.42,2014-08-08,229,512
2769,2,142.63,2014-03-02,432,558
2779,21,383.94,2013-06-22,609,1168
2790,18,227.93,2014-01-09,48,87
2799,4,341.66,2013-09-03,367,815
2809,63,116.49,2014-03-29,231,679
2818,8,476.84,2014-05-02,578,652
2828,32,40.31,2012-04-17,919,850
2836,36,75.54,2014-01-30,894,83
2847,3,154.19,2012-11-27,1116,177
2854,423,272.94,2012-10-10,221,76
2866,51,306.86,2014-12-23,903,712
2876,171,171.47,2014-04-30,249,60
2888,243,371.01,2014-02-22,1195,485
2896,287,308.18,2013-12-06,577,651
2906,30,160.71,2013-04-11,494,1182
2916,443,498.1,2014-02-03,426,178
2927,77,409.04,2013-10-02,107,473
2941,48,17.2,2012-11-23,1045,66
2951,178,318.26,2013-08-17,994,477
2961,201,275.82,2013-03-27,106,880
2970,565,146.33,2014-09-11,612,847
